DTXSID,true_cas,true_chemname,status,ATMOSPHERIC_HYDROXYLATION_RATE_.AOH._CM3.MOLECULE.SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM.M3.MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L.KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL.L_OPERA_PRED
DTXSID0026339,59-02-9,alpha-Vitamin E,uc,2.34773e-11,1705.39,50.0626,394.194,5.21197e-8,0.962319,10.2882,52900.6,9.40853,33.1038,2.3334e-7,2.79185e-8
DTXSID0026549,90-80-2,Gluconolactone,uc,8.06502e-12,1.75168,3.54803,314.003,1.48701e-9,0.106861,8.18105,146.838,-2.43137,140.7,7.25774e-10,3.30477
DTXSID0026701,104-15-4,4-Methylbenzenesulfonic acid,uc,2.32353e-12,5.4017,4.97523,291.954,1.34127e-8,0.115677,7.71324,73.5089,1.21514,104.323,8.87098e-7,3.59185
DTXSID0026838,110-27-0,Isopropyl tetradecanoate,uc,1.73187e-11,796.676,5.69054,292.409,7.59007e-7,0.866433,8.20837,2504.28,6.90324,3.29851,9.36302e-5,5.19341e-8
DTXSID0026882,111-65-9,Octane,uc,8.66263e-12,312.323,8.98873,125.496,0.365573,4.11261,3.39317,191.495,5.17863,-57.4803,14.0051,5.80972e-6
DTXSID0026913,112-40-3,Dodecane,uc,1.41826e-11,241.212,10.0083,216.297,0.144964,1.82561,5.86324,1557.81,6.09948,-9.91949,0.13539,2.16933e-8
DTXSID0026915,112-42-5,1-Undecanol,uc,2.8577e-11,13.8731,5.67177,242.939,1.9189e-5,0.360121,7.76059,673.105,4.42381,18.9218,0.00296741,1.7251e-4
DTXSID0026967,120-55-8,Diethylene glycol dibenzoate,uc,1.44108e-11,33.3912,5.66608,355.274,1.18142e-8,0.390209,10.1845,2399.7,2.71865,33.8062,1.28488e-6,1.23391e-5
DTXSID0027064,136-52-7,"Hexanoic acid, 2-ethyl-, cobalt(2+) salt",uc,1.13746e-11,3.74133,4.78286,227.885,8.31926e-7,0.0724892,6.00196,66.4852,-1.01336,216.207,0.0301776,0.0138561
DTXSID0027066,137-16-6,Sodium [dodecanoyl(methyl)amino]acetate,uc,1.18235e-11,121.049,5.72758,359.327,5.73087e-9,0.741988,10.6144,1364.12,1.25126,50.9984,7.26872e-7,0.0147757
DTXSID0027193,544-17-2,Calcium formate,uc,4.50028e-13,4.43184,6.10776,101.081,1.67961e-7,0.097207,2.61624,5.39642,-1.3364,193.043,42.6556,10.578
DTXSID0027195,544-76-3,Hexadecane,uc,2.48655e-11,5002.61,17.0605,286.776,0.0013041,29.5156,7.51208,2928.85,8.07999,17.9217,0.00142636,3.97668e-9
DTXSID0027197,547-64-8,Methyl 2-hydroxypropanoate,uc,2.80293e-12,3.43713,4.12392,145.081,8.93358e-8,0.0828117,4.04595,9.47224,-0.407489,-65.889,0.474184,9.57408
DTXSID0027222,586-62-9,Terpinolene,uc,2.24984e-10,223.878,11.6529,185.91,0.0261629,4.6596,4.60988,2313.82,4.46976,36.6787,0.747495,6.94187e-5
DTXSID0027278,637-12-7,Aluminum stearate,uc,1.65005e-11,517.32,18.9526,382.842,6.64788e-8,1.12038,10.6209,3946.22,5.46246,178.756,7.14871e-7,2.08416e-6
DTXSID0027309,763-69-9,Ethyl 3-ethoxypropionate,uc,2.28172e-11,2.59561,4.13326,174.278,2.33174e-5,0.13419,4.12734,27.5573,0.654932,-56.1718,1.00289,0.369107
DTXSID0027351,1002-62-6,Sodium decanoate,uc,1.14653e-11,7.36949,4.99368,268.783,1.55369e-7,0.287577,7.71417,452.883,0.701608,175.144,3.71237e-4,3.62286e-4
DTXSID0027353,1002-89-7,Ammonium stearate,uc,1.65005e-11,517.32,18.9526,382.842,6.64788e-8,1.12038,10.6209,3946.22,7.88551,127.289,7.14871e-7,2.08416e-6
DTXSID00274022,2211-99-6,"Benzenesulfonic acid, 4-(1-methylundecyl)-, sodium salt",uc,1.3834e-11,24.7688,9.04099,315.719,2.27675e-7,1.12396,10.9578,3575.13,3.36896,99.6138,9.89418e-7,3.28316e-5
DTXSID00274047,54774-91-3,6-Methylheptyl acrylate,uc,2.68766e-11,79.4444,4.6605,213.537,1.97996e-4,0.668871,5.24105,420.971,4.19761,-66.6597,0.108957,2.22695e-4
DTXSID0027511,3006-82-4,"Hexaneperoxoic acid, 2-ethyl-, 1,1-dimethylethyl ester",uc,1.31263e-11,31.6362,5.66001,240.804,1.49239e-4,0.154426,5.71733,208.24,4.64334,-29.0551,0.0597757,2.49251e-4
DTXSID0027519,3088-31-1,Diethylene glycol monolauryl ether sulfate sodium salt,uc,1.7823e-11,8.11713,4.22764,307.239,1.24582e-7,0.284253,10.8451,5429.01,0.864995,121.755,1.69569e-5,0.00421354
DTXSID0027640,6915-15-7,Malic acid,uc,3.19197e-12,4.89749,3.56188,318.067,6.25678e-9,0.14285,6.76808,29.409,-1.2627,131.079,3.28831e-8,5.17483
DTXSID0027642,7023-61-2,"C.I. Pigment Red 48, calcium salt (1:1)",uc,1.82354e-11,9.27389,3.35278,313.691,1.57041e-10,0.192874,9.34006,138.592,-0.28472,211.358,3.52972e-11,3.38431e-5
DTXSID0027644,7173-62-8,"N-Oleyl-1,3-propanediamine",uc,4.46584e-11,558.515,5.25883,326.35,4.6248e-8,0.250162,9.33001,13941.9,8.63169,41.4898,3.63214e-6,7.95888e-5
DTXSID0027775,15827-60-8,"Phosphonic acid, [[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis-",uc,2.08591e-11,3.08802,4.07594,363.135,2.69398e-11,0.32549,9.60328,58.8288,-3.4731900000000002,200.784,8.06754e-10,0.367533
DTXSID0027802,19224-26-1,Propylene glycol dibenzoate,uc,9.39923e-12,52.4907,4.93364,347.255,6.63266e-8,0.389894,8.53267,2550.09,3.24614,81.1918,1.95077e-6,3.2327e-5
DTXSID0027935,27676-62-6,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]methyl]-",uc,4.26592e-11,109.967,237.067,488.798,9.68466e-11,0.336888,9.64132,134215,8.85439,172.071,4.05834e-9,7.19338e-6
DTXSID0027939,28188-24-1,Pentaerythritol tristearate,uc,8.30395e-11,52.0487,210.909,482.863,1.87603e-9,2.12138,11.7986,29801.3,7.34186,-14.8549,1.54123e-9,7.87364e-8
DTXSID0027985,35074-77-2,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, 1,6-hexanediyl ester",uc,4.53035e-11,71.6034,14.88,464.286,2.94502e-8,0.556681,9.73249,98845.5,9.50096,164.432,3.92861e-10,9.76053e-6
DTXSID0028030,52829-07-9,"Bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",uc,3.33129e-11,94.1473,14.49,375.162,1.40721e-10,0.563749,9.55951,46447.1,5.9402,131.582,5.567e-8,1.70207e-6
DTXSID0028038,55406-53-6,3-Iodo-2-propynyl-N-butylcarbamate,nbc,9.18083e-12,8.93691,4.44738,275.101,1.82962e-8,0.112021,8.54074,13.4558,2.09061,57.1857,9.98911e-4,0.0196452
DTXSID0029183,505-65-7,"1,3-Dioxepane",uc,1.9056e-11,1.72092,4.54938,117.24,4.13423e-5,0.374381,3.65243,17.7535,0.434983,-44.5072,39.4929,3.00035
DTXSID0029187,581-42-0,"2,6-Dimethylnaphthalene",uc,4.70473e-11,468.348,18.1954,265.5,6.10697e-4,2.12539,5.96262,2903.28,4.311,25.74,0.00437157,1.40459e-5
DTXSID0029216,1560-69-6,Cobalt propionate,uc,1.22048e-12,4.18704,4.44198,141.179,4.45111e-7,0.0945009,3.94535,10.001,-1.79442,242.531,3.52868,8.36017
DTXSID0029264,4404-43-7,C.I. Fluorescent brightening agent 28,uc,8.27298e-11,5.39405,12.3099,364.445,5.93455e-11,0.231986,9.61938,30939.6,4.75456,161.962,3.99302e-8,0.0369393
DTXSID0029559,78491-02-8,Diazolidinyl urea,uc,9.21258e-12,1.95243,4.63733,271.795,1.37618e-11,0.109185,9.48191,84.7542,-1.81043,189.492,1.68614e-10,0.267717
DTXSID0029630,1072-35-1,Lead stearate,uc,1.65005e-11,517.32,18.9526,382.842,6.64788e-8,1.12038,10.6209,3946.22,1.59952,192.438,7.14871e-7,2.08416e-6
DTXSID0029761,51580-86-0,Sodium dichloroisocyanurate dihydrate,uc,3.85136e-13,2.12614,4.61711,253.461,3.75876e-9,0.227707,8.79565,29.7429,0.367354,240.582,4.78976e-4,0.519239
DTXSID0032314,51200-87-4,"4,4-Dimethyl oxazolidine",uc,2.12602e-11,2.97446,5.40291,129.431,7.1898e-7,0.0920641,4.28382,11.7892,0.757919,65.1221,5.49344,4.15061
DTXSID0032316,88-04-0,"4-Chloro-3,5-dimethylphenol",uc,7.55356e-11,21.1441,5.33113,246.015,6.08706e-7,0.0861216,7.542,558.009,3.26812,114.48,0.013974,0.0015928
DTXSID0032493,55219-65-3,Triadimenol,nbc,1.65628e-11,111.055,3.36074,321.572,2.96651e-8,0.998513,10.1809,502.024,2.90124,124.075,3.1403e-10,3.13439e-4
DTXSID0032497,55335-06-3,Triclopyr,nbc,5.68499e-12,3.14579,3.5412,307.122,1.33652e-9,0.280834,8.86682,46.9332,2.51575,149.026,1.26864e-6,0.00449372
DTXSID0032520,131860-33-8,Azoxystrobin,bc,1.68071e-11,12.6901,5.68791,359.044,3.38183e-9,2.3119,11.6865,5514.34,2.50285,115.99,8.33097e-13,1.56743e-5
DTXSID0032522,50723-80-3,Bentazone-sodium,uc,1.67617e-11,1.41807,4.89764,303.704,2.58515e-10,0.144842,9.81435,33.9068,0.667687,191.69,3.43124e-6,0.0021594
DTXSID0032528,2665-13-6,"2,2'-(1-Methyltrimethylenedioxy)bis(4-methyl-1,3,2-dioxaborinane)",uc,9.37253e-12,4.02956,4.29258,281.444,5.65375e-6,2.89199,7.432,376.778,2.96875,25.6532,4.26049e-4,0.00470391
DTXSID0032572,23031-36-9,Prallethrin,nbc,1.82357e-10,28.1497,3.34736,342.916,1.3277e-5,0.255998,8.89748,744.018,4.48975,67.3809,7.55201e-6,2.66266e-5
DTXSID0032578,59669-26-0,Thiodicarb,nbc,1.66822e-11,11.4091,4.27612,330.558,2.36283e-9,0.627297,9.71956,347.101,1.70163,173.004,6.99001e-5,7.78328e-5
DTXSID0032601,94361-06-5,Cyproconazole,nbc,1.66375e-11,43.1516,3.44831,321.422,5.47602e-10,3.97091,10.6582,182.12,2.90198,107.543,2.60598e-7,4.29129e-4
DTXSID0032605,51338-27-3,"Methyl (RS)-2-[4-(2,4-dichlorophenoxy)phenoxy]propionate",nbc,1.37134e-11,220.286,4.653,349.266,9.19937e-9,1.96172,9.81963,15762.3,4.70945,40.1023,3.48898e-6,7.44548e-6
DTXSID0032651,51707-55-2,Thidiazuron,nbc,1.31633e-11,4.4416,3.44007,276.156,1.85107e-10,0.143237,9.13058,109.792,1.7691,222.392,2.34028e-11,9.14291e-5
DTXSID0032653,27519-02-4,cis-Tricos-9-ene,uc,9.78089e-11,247.988,17.2279,378.036,3.52957e-7,13.1811,10.2611,10158.7,9.45152,-74.6665,3.49198e-5,3.43849e-9
DTXSID0032655,131983-72-7,Triticonazole,nbc,2.98292e-11,102.223,5.24696,319.575,2.93292e-10,3.49166,11.3278,1459.84,3.29296,139.795,3.13515e-7,1.01682e-4
DTXSID0033960,72559-06-9,Rifabutin,uc,9.00571e-11,5.33932,28.3349,463.021,1.37307e-11,0.716845,9.56787,93151.5,4.49951,169.86,1.50962e-7,1.5057e-4
DTXSID0034192,10161-33-8,17beta-Trenbolone,uc,1.25489e-10,35.2077,94.7793,311.379,7.06012e-8,2.96779,10.6552,78927,2.94789,151.769,1.56818e-8,2.18664e-4
DTXSID0034223,119168-77-3,Tebufenpyrad,nbc,1.73816e-11,14.1904,3.35154,341.523,1.52938e-10,1.14043,10.7141,799.499,4.60966,61.635,8.99803e-7,7.52837e-6
DTXSID0034227,119515-38-7,Icaridin,nbc,1.81704e-11,3.81105,5.17405,251.892,8.48213e-9,0.52211,9.25974,144.583,2.53399,39.5335,1.13065e-4,0.115092
DTXSID0034229,104-61-0,gamma-Nonanolactone,uc,1.0756e-11,10.78,5.01569,207.957,3.35543e-7,0.132981,5.86962,104.389,2.54419,-8.17646,0.0556701,0.0168217
DTXSID0034271,115136-53-3,Imazapic ammonium salt,uc,1.29044e-11,4.09372,3.342,302.551,3.03021e-10,0.56567,9.07922,36.6712,1.06587,174.078,8.77853e-8,0.00813003
DTXSID0034300,135410-20-7,Acetamiprid,nbc,8.45362e-12,14.029,4.64121,314.331,3.39935e-9,0.798824,6.87615,120.043,1.83414,98.921,9.1956700000000007e-05,0.0169313
DTXSID0034302,57213-69-1,Triclopyr triethylamine salt,uc,5.68499e-12,3.14579,3.5412,307.122,1.33652e-9,0.280834,8.86682,46.9332,0.580073,164.458,1.26864e-6,0.00449372
DTXSID0034304,51173-63-8,"Acetic acid, (2,4-dichlorophenoxy)-, compd. with methanamine (1:1)",uc,8.50675e-12,3.33894,3.54877,300.498,2.95974e-9,0.214166,8.64937,45.9586,1.26856,87.5668,2.88557e-7,0.00684596
DTXSID0034308,20679-58-7,"1,4-Bis(bromoacetoxy)-2-butene",uc,3.74678e-11,5.25596,4.62319,289.184,2.05833e-8,0.438917,7.55549,32.9868,1.2038,15.3347,0.00146629,0.0124092
DTXSID0034481,1111-67-7,Copper thiocyanate,uc,1.46317e-13,3.36411,7.56289,131.028,9.15947e-7,0.163756,2.1956,26.8532,-2.5991,211.124,0.327039,13.8593
DTXSID0034483,82027-59-6,Cupric triethanolamine,uc,4.59675e-11,3.88267,3.6689,335.341,5.8416e-11,0.0865488,7.25856,18.9028,-1.86328,190.56,3.61536e-6,6.70355
DTXSID0034518,13684-56-5,Desmedipham,nbc,1.37475e-11,18.6968,4.4794,272.265,1.82585e-11,0.196834,9.38114,1516.08,3.38987,120.169,2.91575e-9,2.33908e-5
DTXSID0034564,12276-01-6,"EDTA, copper salt",uc,9.82283e-12,3.80687,4.96007,318.006,2.27935e-11,0.306243,9.37979,37.8169,-2.33745,173.149,1.50547e-12,0.00342189
DTXSID0034568,2164-07-0,Endothal-dipotassium,uc,4.38514e-12,2.90459,3.7196,317.935,5.81134e-10,0.126209,7.83933,122.834,-1.77064,183.339,1.58434e-10,0.537395
DTXSID0034645,39600-42-5,"Glycine, N-(phosphonomethyl)- potassium salt",uc,8.11535e-12,4.08299,4.464,318.131,5.18451e-11,0.0794085,8.40362,2078.38,-2.69758,141.717,9.73706e-8,0.0655839
DTXSID0034649,38641-94-0,Glyphosate isopropylamine,uc,8.11535e-12,4.08299,4.464,318.131,5.18451e-11,0.0794085,8.40362,2078.38,1.39253,151.044,9.73706e-8,0.0655839
DTXSID0034699,2039-46-5,MCPA dimethylamine salt,uc,1.17055e-11,3.64045,3.54139,286.714,7.04143e-9,0.110027,8.53099,53.719,1.36433,87.6877,5.82008e-6,0.00952118
DTXSID0034722,210631-68-8,Topramezone,nbc,1.77832e-11,2.48154,3.17288,370.073,6.3122e-10,0.529091,10.6514,177.142,2.29602,149.45,1.55084e-9,0.272144
DTXSID0034774,121451-02-3,Noviflumuron,uc,1.38339e-11,152.434,3.54712,240.417,6.84126e-12,2.03335,9.49577,76182.4,5.03699,183.853,1.00734e-9,5.25864e-8
DTXSID0034776,57018-04-9,Tolclofos-methyl,uc,1.71051e-11,728.671,5.69754,361.781,4.69663e-6,0.781076,8.99703,5003.79,4.55904,78.9199,4.26836e-4,2.67006e-6
DTXSID0034803,219714-96-2,Penoxsulam,nbc,1.74334e-11,6.61682,5.67596,322.722,2.61775e-9,3.38888,10.3622,113.543,2.48221,196.686,7.99217e-11,8.51618e-4
DTXSID0034851,15165-67-0,Dichlorprop-P,nbc,1.16471e-11,3.54397,3.53597,298.485,3.01412e-9,0.144763,9.1961,169.177,2.82704,122.077,7.66774e-8,0.00196396
DTXSID0034855,79241-46-6,Fluazifop-P-butyl,uc,1.3344e-11,46.8316,5.13994,354.083,3.50408e-8,3.50237,9.86272,4174.76,4.49985,9.15205,4.12361e-7,2.76181e-6
DTXSID0034857,100646-51-3,Quizalofop-P-ethyl,uc,1.33639e-11,189.347,4.88654,391.258,4.80107e-8,0.935208,11.757,514.833,4.27839,84.2811,6.48634e-9,1.02447e-6
DTXSID0034930,98886-44-3,Fosthiazate,nbc,1.88479e-11,3.62256,4.19589,307.906,1.74977e-10,0.499461,9.81958,230.851,1.6808,89.6363,4.22789e-6,0.0327672
DTXSID0034936,74222-97-2,Sulfometuron-methyl,uc,1.82398e-11,3.45095,4.28794,264.402,6.50725e-10,0.155478,9.515,41.7074,1.20019,203.968,2.45118e-11,4.59533e-4
DTXSID0035160,127-41-3,alpha-Ionone,uc,1.33017e-10,237.3,3.52747,251.652,4.79183e-5,0.124323,6.1248,270.423,3.85064,11.5642,0.0175405,0.0521194
DTXSID0035291,35148-19-7,(E)-9-Dodecenyl acetate,uc,8.59557e-11,175.277,5.71218,273.08,7.56806e-6,3.66764,7.25482,1938.73,5.38939,-18.3957,0.00273169,4.05729e-6
DTXSID0035295,38421-90-8,(E)-5-Decen-1-ol acetate,uc,7.04188e-11,174.082,5.15428,241.741,1.5831e-4,1.56356,5.94729,952.449,4.24964,-42.2215,0.0187368,2.77685e-5
DTXSID0035744,42822-86-6,"p-Menthane-3,8-diol",uc,3.54446e-11,4.82141,4.36054,241.87,4.65654e-7,0.0877862,7.84948,114.584,2.59249,160.79,0.0173337,0.00172334
DTXSID0035748,51229-78-8,Chloroallyl methenamine chloride,uc,4.73132e-11,14.3666,41.5402,222.997,3.30181e-6,0.61733,6.11181,141.202,0.582586,151.407,0.00337938,0.572174
DTXSID0035790,67233-85-6,Sodium 2-methoxy-5-nitrophenolate,uc,1.71184e-12,10.0976,3.54706,271.438,6.41807e-8,0.124592,7.5883,194.904,0.0539201,109.09,7.42113e-6,0.00956623
DTXSID0035792,67601-10-9,"(3S,6S)-6-Isopropenyl-3-methyl-9-decen-1-yl acetate",uc,1.28458e-10,99.9442,5.15159,287.392,5.14443e-5,0.888847,7.45567,1350.67,6.03741,-31.3926,0.00571645,3.66758e-6
DTXSID0035954,13590-97-1,Dodecylguanidine hydrochloride,uc,2.07831e-11,78.8174,5.96913,255.147,3.49089e-9,0.181987,8.32201,1240.5,0.863687,141.648,1.50969e-7,0.00246169
DTXSID0036479,41556-26-7,"Bis(1,2,2,6,6-pentamethyl-4-piperidinyl) sebacate",uc,3.33593e-11,85.7721,13.4512,399.27,2.59204e-7,3.71262,11.6846,101050,6.06976,100.271,4.43663e-7,1.16453e-6
DTXSID0036633,74738-17-3,Fenpicionil,uc,3.25551e-11,84.6828,3.52764,355.728,2.011e-9,0.189058,10.4198,620.233,3.85848,146.94,8.35032e-8,1.52173e-5
DTXSID0036766,21293-29-8,(+)-(S)-Abscisic acid,uc,2.79962e-11,2.83072,3.09993,295.126,1.04158e-8,0.92901,8.41362,393.299,1.68767,159.988,3.80738e-8,0.0124599
DTXSID0037237,10238-21-8,Glybenclamide,uc,2.08626e-11,11.4311,3.35898,273.45,1.91548e-10,0.178218,9.47158,72733,1.78647,169.043,9.2919e-10,8.12064e-6
DTXSID0037495,1007-28-9,Deisopropylatrazine,uc,5.7643e-11,10.2016,3.34731,328.608,9.92716e-9,0.121719,8.13933,51.684,1.15045,155.044,4.93179e-9,0.0038598
DTXSID0037522,10311-84-9,Dialifor,uc,1.65596e-11,182.991,201.085,419.286,1.40478e-9,3.87339,11.6829,1033.79,4.68931,67.9708,6.21713e-8,4.61033e-7
DTXSID0037570,18691-97-9,Methabenzthiazuron,uc,1.52376e-11,3.73536,3.51431,317.042,8.53376e-10,0.0793006,10.7409,628.36,2.63741,120.038,1.12916e-7,2.69566e-4
DTXSID0037576,1746-81-2,Monolinuron,uc,1.02187e-11,14.1791,3.54194,300.847,1.29298e-9,0.0681522,9.23183,125.967,2.29701,81.6197,1.47338e-4,0.00342455
DTXSID0038338,61949-76-6,(+/-)-cis-Permethrin,nbc,3.32366e-11,446.953,3.35145,401.446,2.38712e-8,2.34418,11.6839,63169.8,6.49886,34.2828,2.18894e-8,2.13009e-7
DTXSID0038833,13822-56-5,3-(Trimethoxysilyl)propan-1-amine,uc,1.2247e-11,1.3226,4.13849,205.588,1.98434e-6,0.0894961,5.83808,19.1129,0.113608,49.4933,0.214796,0.835531
DTXSID0038881,633-96-5,C.I. Acid Orange 7,uc,1.67784e-11,8.80814,3.35976,304.111,1.46597e-8,0.148848,9.29173,3312.29,0.604034,213.902,9.42424e-11,0.0173824
DTXSID0038883,1843-03-4,"Phenol, 4,4',4''-(1-methyl-1-propanyl-3-ylidene)tris 2-(1,1-dimethylethyl)-5-methyl-",uc,2.91594e-11,2844.12,204.975,433.469,1.92788e-8,0.571645,9.48982,129825,10.0003,186.464,3.42837e-9,4.23118e-7
DTXSID0039223,116-06-3,Aldicarb,nbc,1.42903e-11,13.8305,3.54517,253.18,2.35627e-8,0.110306,7.49874,31.643,1.12863,98.4411,3.49538e-5,0.0302814
DTXSID0039229,79-10-7,Acrylic acid,uc,1.73715e-11,4.42598,4.71683,141.343,1.98681e-7,0.159287,3.82019,7.90304,0.350125,13.5583,3.92849,13.8505
DTXSID0039699,72962-43-7,Brassinolide,uc,2.47865e-11,36.0111,164.231,380.575,2.09459e-11,0.631755,9.45338,137844,2.10133,238.138,6.89186e-10,1.13357e-4
DTXSID0040129,143491-57-0,Emtricitabine,uc,1.14772e-11,1.2785,2.93256,329.928,6.30002e-11,0.0982438,8.40443,54.248,-0.432107,184.215,3.9049e-10,0.216556
DTXSID0040464,114977-28-5,Docetaxel,uc,8.82098e-11,10.0177,147.223,466.022,1.72135e-11,0.517611,9.5524,22145.5,2.21413,231.977,4.72669e-9,0.00135317
DTXSID0040622,67-03-8,Thiamine hydrochloride,uc,1.69904e-11,48.5632,4.3795,332.948,9.36084e-10,0.469944,9.23745,199.11,-0.787819,200.454,2.8861e-10,0.00602862
DTXSID0040672,43210-67-9,Fenbendazole,uc,1.50762e-11,14.1811,5.24022,294.636,2.39251e-9,1.05009,9.489,2671.5,2.63521,244.952,2.95767e-10,3.34368e-8
DTXSID0040674,67-73-2,Fluocinolone acetonide,uc,6.27128e-11,2.08703,98.1538,411.015,1.24445e-11,0.675868,9.4923,56885.5,2.48169,265.465,8.72331e-10,3.47635e-5
DTXSID0040701,77-93-0,Triethyl citrate,uc,7.13592e-12,3.52953,3.81668,293.986,2.42953e-9,0.407826,9.06705,329.289,0.521624,43.9626,6.84371e-4,0.241492
DTXSID0040703,98-73-7,4-tert-Butylbenzoic acid,uc,1.43671e-11,4.56919,4.51168,276.325,1.69792e-7,0.159593,7.75177,42.2637,3.84554,162.544,2.61032e-4,1.58877e-4
DTXSID0041060,100986-85-4,Levofloxacin,uc,2.39568e-11,4.41415,3.36089,338.933,1.15705e-9,0.359273,10.4186,482.065,-0.387824,168.836,1.45795e-7,0.0775465
DTXSID0041145,147059-72-1,Trovafloxacin,uc,1.67443e-11,3.98321,36.8094,337.531,3.27213e-10,0.348431,9.53548,1957.84,0.309394,204.111,3.85055e-10,2.96546e-5
DTXSID0041147,63-39-8,Uridine 5'-triphosphate,uc,3.74575e-11,2.60879,4.13871,392.099,2.42461e-11,0.141788,9.56156,50.909,-2.84604,219.677,2.79157e-10,0.633396
DTXSID0041191,56683-54-6,(Z)-Hexadec-11-en-1-ol,uc,8.03609e-11,1262.48,5.36764,315.532,1.42934e-5,0.682052,9.74636,2093.98,6.57819,44.3069,2.27513e-5,3.6602e-7
DTXSID0041270,58430-94-7,"3,5,5-Trimethylhexyl acetate",uc,1.32323e-11,103.481,4.46542,210.497,4.09854e-4,3.02292,5.00691,278.919,4.07273,-42.3725,0.351778,9.06632e-5
DTXSID0041276,3010-24-0,"1-Octadecanaminium, N,N-bis(2-hydroxyethyl)-N-methyl-, chloride",uc,1.18078e-11,359.092,13.1469,327.276,1.75722e-9,0.500762,9.4022,13696.1,0.151485,81.8322,2.0704e-7,2.98374e-6
DTXSID0041278,10107-99-0,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,6,10,10a-decahydro-1,4a-dimethyl-7-(1-methylethyl)-, 2-(2-hydroxyethoxy)ethyl ester, (1R,4aR,4bR,10aR)-",uc,8.5721e-11,209.909,12.8159,393.733,2.33107e-8,3.0728,10.4328,130160,5.02428,170.327,2.77311e-7,3.83299e-6
DTXSID0041357,3025-30-7,"Ethyl (2E,4Z)-deca-2,4-dienoate",uc,4.28754e-11,167.459,4.66716,236.957,1.6179e-4,0.702123,5.7994,751.525,4.16628,-53.167,0.0796194,9.12497e-5
DTXSID0041359,133-53-9,"2,4-Dichloro-3,5-dimethylphenol",uc,3.2911e-11,255.063,2.92051,251.419,9.83355e-7,0.195322,7.71411,743.611,2.46669,82.7956,0.0224353,0.00103913
DTXSID0041484,3681-71-8,(3Z)-3-Hexenyl acetate,uc,7.79819e-11,7.52862,4.62806,166.024,4.61836e-4,0.977712,4.4981,64.1198,2.58187,-66.8354,1.31488,0.00937393
DTXSID0041561,3414-89-9,Potassium linoleate,uc,1.31838e-10,64.7247,4.5009,365.167,3.65167e-8,0.893932,10.6138,2565.21,0.946168,173.615,8.65884e-7,7.86582e-7
DTXSID0041563,51937-00-9,"(9E,12Z)-9,12-Tetradecadien-1-ol",uc,1.67076e-10,531.325,4.42673,287.142,2.05117e-5,0.551053,9.16249,1460.9,5.13888,21.3206,1.07382e-4,1.30285e-5
DTXSID0041565,40716-42-5,"9-Octadecenamide, 12-hydroxy-N,N-bis(2-hydroxyethyl)-, (9Z,12R)-",uc,6.19273e-11,52.8354,4.48779,385.578,9.48094e-11,0.193875,9.35478,14089.1,4.02282,99.2555,1.09632e-9,5.75406e-4
DTXSID0041567,141-22-0,"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid",uc,4.83594e-11,44.1011,3.71443,347.412,6.25757e-9,0.295863,9.16874,2530.18,6.02208,5.64146,2.77542e-7,0.0116012
DTXSID0041640,67923-65-3,"Benzenesulfonic acid, 2,5-dichloro-4-[4,5-dihydro-3-methyl-4-[[4-[[(4-methylphenyl)sulfonyl]oxy]phenyl]azo]-5-oxo-1H-pyrazol-1-yl]-, sodium salt",uc,8.08109e-11,11.3344,8.33764,408.264,1.37833e-10,4.67496,10.2003,58764.3,3.57202,192.142,3.54671e-10,1.63329e-4
DTXSID0041642,15163-46-9,Sodium o-dodecylbenzenesulfonate,uc,1.38422e-11,24.7748,8.99825,315.531,2.41165e-7,0.879775,10.82,3398.07,2.05961,99.4343,5.16906e-7,1.40987e-5
DTXSID0041644,19589-59-4,"Benzenesulfonic acid, 3-dodecyl-, sodium salt",uc,1.38242e-11,25.2547,8.98325,324.305,2.50427e-7,0.827848,10.82,3404.29,2.07325,99.5278,7.8938e-7,3.22524e-5
DTXSID0041646,6359-90-6,"C.I. Acid Yellow 34, monosodium salt",uc,2.2171e-11,14.0641,4.25428,319.618,1.20864e-11,0.37902,10.6335,137.758,3.56719,195.287,6.7338e-11,3.00356e-4
DTXSID0041648,47236-10-2,Calcium p-dodecylbenzenesulfonate,uc,1.3835e-11,25.2547,9.0719,324.433,1.64678e-7,0.824477,10.82,3494.65,0.93259,139.158,7.78152e-7,3.31634e-5
