"DTXSID","true_cas","true_chemname","status","cluster","Active_ingredient_in_products","Inert_ingredient_in_products","Labeled_for_nonfood_use","Pesticides","Air_near_source","Artificial_liquids","Arts_and_crafts_or_office_supplies","Chemicals_that_emit_or_offgas","Children_products_and_toys","Electronics","General_consumer_product","Household_care_and_cleaning_products","Personal_care","Vehicles","Bottled_and_finished_water_for_consumption","Product_manufacturing","Crops_and_animal_feed","Food","Human_food_from_animals","Food_additive","Food_supplement","Furniture","Home_maintenance_.and_building_materials","Groundwater","Surface_water","Home_outdoor_cleaning","Occupational_products","Petrochemicals","Pharmaceutical","Soil","Wastewater","Substances_in_contact_with_food"
"DTXSID0028323","67762-27-0","Alcohols, C16-18","uc",1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0028373","68081-81-2","Benzenesulfonic acid, mono-C10-16-alkyl derivs., sodium salts","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0028404","68155-20-4","Tall-oil fatty acid DEA","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0028458","68390-56-7","Fatty acids, tallow, hydrogenated, dimers, diketene derivs.","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0028531","68476-40-4","Hydrocarbons, C3-4","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0028666","68515-49-1","1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0028741","68603-17-8","Alcohols, C16-18, distn. residues","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0028953","68990-20-5","Aldehydes, C2-4, condensation products with acetone, dehydrated, hydrogenated, distn. residues","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0028957","68990-54-5","Glycerides, C14-22 mono-, acetates","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029006","71011-27-3","Quaternary ammonium compounds, bis(hydrogenated tallow alkyl)dimethyl, salts with hectorite","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029214","1335-46-2","Methylionone","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029216","1560-69-6","Cobalt propionate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029264","4404-43-7","C.I. Fluorescent brightening agent 28","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029395","67701-33-1","Glycerides, C14-18 mono- and di-","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029420","68187-51-9","C.I. Pigment Yellow 119","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029553","73398-61-5","Glycerides, mixed decanoyl and octanoyl","uc",1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029559","78491-02-8","Diazolidinyl urea","uc",1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029632","1309-37-1","Iron(III) oxide","uc",1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0029634","1310-73-2","Sodium hydroxide","uc",1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0
"DTXSID0029684","7681-57-4","Sodium metabisulfite","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029688","7720-78-7","Iron(II) sulfate","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029713","10035-10-6","Hydrobromic acid","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029717","10213-79-3","Silicic acid (H2SiO3), disodium salt, pentahydrate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0029848","108419-33-6","Acetic acid, C8-10-branched alkyl esters, C9-rich","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0031265","90028-20-9","Echinacea purpurea, ext.","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0032077","10102-18-8","Sodium selenite","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0032314","51200-87-4","4,4-Dimethyl oxazolidine","uc",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0032316","88-04-0","4-Chloro-3,5-dimethylphenol","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"DTXSID0032574","15662-33-6","Ryanodine","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0032653","27519-02-4","cis-Tricos-9-ene","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034229","104-61-0","gamma-Nonanolactone","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034489","1317-39-1","Cuprous oxide","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034564","12276-01-6","EDTA, copper salt","uc",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034770","11096-42-7","Nonylphenoxy polyethoxy ethanol-iodine complex","uc",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0034803","219714-96-2","Penoxsulam","nbc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0035160","127-41-3","alpha-Ionone","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0035667","7778-77-0","Monobasic potassium phosphate","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0035748","51229-78-8","Chloroallyl methenamine chloride","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0036471","28805-58-5","Butanedioic acid, octenyl-","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0036479","41556-26-7","Bis(1,2,2,6,6-pentamethyl-4-piperidinyl) sebacate","uc",1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0038833","13822-56-5","3-(Trimethoxysilyl)propan-1-amine","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0038881","633-96-5","C.I. Acid Orange 7","uc",1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID0038887","2321-07-5","Fluorescein","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID0040175","7446-20-0","Zinc sulfate heptahydrate","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0040256","68584-26-9","C10-C16 alkyl benzene sulfonic acid magnesium salt","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0040410","9005-38-3","Sodium alginate","uc",1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0040622","67-03-8","Thiamine hydrochloride","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0040701","77-93-0","Triethyl citrate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DTXSID0041199","25338-55-0","alpha-(Dimethylamino)-cresol","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041222","7778-49-6","Potassium citrate","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"DTXSID0041270","58430-94-7","3,5,5-Trimethylhexyl acetate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041276","3010-24-0","1-Octadecanaminium, N,N-bis(2-hydroxyethyl)-N-methyl-, chloride","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0041278","10107-99-0","1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,6,10,10a-decahydro-1,4a-dimethyl-7-(1-methylethyl)-, 2-(2-hydroxyethoxy)ethyl ester, (1R,4aR,4bR,10aR)-","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041303","53633-54-8","2-(Dimethylamino)ethyl methacrylate N-vinylpyrrolidone polymer compd. with diethyl sulfate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041357","3025-30-7","Ethyl (2E,4Z)-deca-2,4-dienoate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041484","3681-71-8","(3Z)-3-Hexenyl acetate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041561","3414-89-9","Potassium linoleate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041563","51937-00-9","(9E,12Z)-9,12-Tetradecadien-1-ol","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041565","40716-42-5","9-Octadecenamide, 12-hydroxy-N,N-bis(2-hydroxyethyl)-, (9Z,12R)-","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041640","67923-65-3","Benzenesulfonic acid, 2,5-dichloro-4-[4,5-dihydro-3-methyl-4-[[4-[[(4-methylphenyl)sulfonyl]oxy]phenyl]azo]-5-oxo-1H-pyrazol-1-yl]-, sodium salt","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041642","15163-46-9","Sodium o-dodecylbenzenesulfonate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041644","19589-59-4","Benzenesulfonic acid, 3-dodecyl-, sodium salt","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041646","6359-90-6","C.I. Acid Yellow 34, monosodium salt","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041648","47236-10-2","Calcium p-dodecylbenzenesulfonate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041694","43154-85-4","Oleic acid isopropanolamide disodium sulfosuccinate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041721","8004-92-0","C.I. Acid Yellow 3 disodium salt","uc",1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"DTXSID0041723","12217-48-0","C.I. Basic Red 14 chloride","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041725","2503-73-3","C.I. Direct Blue 78, tetrasodium salt","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041727","6227-14-1","C.I. Direct Violet 9, disodium salt","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041729","3214-47-9","C.I. Direct Yellow 50, tetrasodium salt","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041856","25167-81-1","Dichlorophenol","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041931","68439-50-9","Alcohols, C12-14, ethoxylated","uc",1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041933","68551-12-2","Alcohols, C12-16, ethoxylated","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041935","68526-94-3","Alcohols, C12-20, ethoxylated","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041937","68155-33-9","Alkylamines, C14-18, ethoxylated","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0041939","68439-49-6","Ethoxylated C16-?18 alcohols","uc",1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042034","13475-82-6","2,2,4,6,6-Pentamethylheptane","uc",1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042038","5870-93-9","Heptyl butyrate","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042086","59227-89-3","Laurocapram","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"DTXSID0042088","151-41-7","Lauryl sulfate","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DTXSID0042167","877-24-7","Monopotassium phthalate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042169","5116-94-9","Monotridecyl phosphate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042292","32345-29-2","Phosphorothioic acid, O,O-diethyl O-phenyl ester","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042321","2624-31-9","Potassium palmitate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042323","593-29-3","Potassium stearate","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042325","104-45-0","4-Propylanisole","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042400","1120-01-0","Sodium hexyldecyl sulfate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0042402","35285-68-8","Sodium ethylparaben","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042404","28348-64-3","Sodium isopropylnapthalenesulfonate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042406","512-42-5","Sodium methyl sulfate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042408","4337-75-1","Sodium N-lauroyl-N-methyltaurate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0042454","589-68-4","(+/-)-2,3-Dihydroxypropyl tetradecanoate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0044575","71526-07-3","MON-4660","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0044602","16938-22-0","1,6-Diisocyanato-2,2,4-trimethylhexane","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0046513","111-01-3","Squalane","uc",1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0047117","10361-91-8","Ytterbium(III) chloride","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0047533","89-04-3","Tri-n-octyl trimellitate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0048052","199111-50-7","1-Octadecanaminium, N,N-dimethyl-N-[3-(trihydroxysilyl)propyl] chloride","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0049573","63148-62-9","Dimethyl polysiloxane","uc",1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0049575","38011-25-5","Disodium ethylenediaminediacetate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0049608","9004-57-3","Ethylcellulose","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0049652","9043-30-5","Ethoxylated isotridecanol","uc",1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0049654","9003-55-8","1,3-Butadiene-styrene copolymer","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0049731","9081-17-8","Nonylphenol, ethoxylated, monoether with sulfuric acid","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0049733","127087-87-0","Poly(oxy-1,2-ethanediyl),alpha-(4-nonylphenyl)-omega-hydroxy-,branched","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0049735","25213-24-5","Ethenol-vinyl acetate copolymer","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0049739","68187-85-9","Polyethylene glycol ester with tall oil fatty acid","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0049783","4/7/9003","Sodium polyacrylate","uc",1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0049789","9005-25-8","Starch","uc",1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0049814","24937-78-8","Vinyl acetate ethylene copolymer","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0050394","6410-41-9","C.I. Pigment Red 5","uc",1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0050473","121888-68-4","Bentonite, benzyl(hydrogenated tallow alkyl) dimethylammonium stearate complex","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0050477","68584-27-0","Benzenesulfonic acid, C10-16-alkyl derivs., potassium salts","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0050479","25068-38-6","Bisphenol A/ Epichlorohydrin resin","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0050500","68424-94-2","Coco-betaine","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0050502","68525-86-0","Corn flour","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0051235","66402-68-4","Ceramic materials and wares, chemicals","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0051285","68855-54-9","Diatomite","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0051364","26038-90-4","Boric acid compd. with 1-amino-2-propanol (1:x)","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0051449","8007-46-3","Thyme oil","uc",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0051578","1120-34-9","Methyl (Z)-docos-13-enoate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0051609","12042-91-0","Aluminum chlorohydrate","uc",1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0051651","1308-14-1","Chromium trihydroxide","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0051738","15059-52-6","Dysprosium(III) chloride hexahydrate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0051788","17217-76-4","Iron(III) citrate trihydrate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0051815","18312-04-4","Octanoic acid, zirconium salt (1:x)","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTXSID0052041","36452-21-8","Disodium cyanurate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0052091","4197-25-5","Solvent Black 3","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTXSID0052253","59029-17-3","Diglyceryl (9Z)-octadec-9-enoate","uc",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
