DTXSID,true_chemname,true_cas
DTXSID2034598,Fenoxaprop-P-ethyl,71283-80-2
DTXSID0024002,Fenpropathrin,39515-41-8
DTXSID7032557,Fenpyroximate,134098-61-6
DTXSID5029712,Ferric sulfate,10028-22-5
DTXSID0029688,Iron(II) sulfate,7720-78-7
DTXSID2032398,Fludioxonil,131341-86-1
DTXSID5034729,Flurenol-methyl,1216-44-0
DTXSID8024107,1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone,59756-60-4
DTXSID4032405,Formetanate hydrochloride,23422-53-9
DTXSID5023081,D-Fructose,57-48-7
DTXSID6035106,4-Aminobutanoic acid,56-12-2
DTXSID10897100,Glyphosate-diammonium,69254-40-6
DTXSID0046987,DL-Glutamic acid,617-65-2
DTXSID5034646,Glyphosate ammonium,114370-14-8
DTXSID9034650,Halosulfuron-methyl,100784-20-1
DTXSID60894962,Harpin Ea,151438-54-9
DTXSID4024145,Hexazinone,51235-04-2
DTXSID5021885,"2-Methyl-2,4-pentanediol",107-41-5
DTXSID7024299,Hexythiazox,78587-05-0
DTXSID9034490,Cyanamide,420-04-2
DTXSID6035152,"1-(Hydroxymethyl)-5,5-dimethylhydantoin",116-25-6
DTXSID40274061,Imazamethabenz acid form,100728-84-5
DTXSID00904418,Imazamox ammonium,247057-22-3
DTXSID9034230,"Imazapyr, isopropylamine salt",81510-83-0
DTXSID3024287,Imazethapyr,81335-77-5
DTXSID7034335,Imazethapyr ammonium,101917-66-2
DTXSID1032690,Indoxacarb,173584-44-6
DTXSID0027933,Diisooctyl phthalate,27554-26-3
DTXSID6027890,Isopropylammonium dodecylbenzenesulfonate,26264-05-1
DTXSID6049640,Kaolin,1332-58-7
DTXSID2032558,Kresoxim-methyl,143390-89-0
DTXSID2023193,Lactose,63-42-3
DTXSID5021590,Dodecanoic acid,143-07-7
DTXSID5026918,1-Dodecanol,112-53-8
DTXSID3021279,Lecithin,8002-43-5
DTXSID4051249,Lignosulfuric acid,8062-15-5
DTXSID5029631,Calcium oxide,1305-78-8
DTXSID2024163,Linuron,330-55-2
DTXSID5034690,Magnesium chloride,7786-30-3
DTXSID0034691,Magnesium phosphide,12057-74-8
DTXSID5034694,"Maleic hydrazide, potassium salt",28382-15-2
DTXSID5034698,MCPA-2-ethylhexyl,29450-45-1
DTXSID0034306,MCPA-isooctyl,26544-20-7
DTXSID3032670,(R)-Mecoprop,16484-77-8
DTXSID8032671,Metalaxyl-M,70630-17-0
DTXSID8029650,Menthol,1490-04-6
DTXSID6024200,m-Cresol,108-39-4
DTXSID6024177,Methamidophos,10265-92-6
DTXSID5020819,Methidathion,950-37-8
DTXSID3032628,Methoxyfenozide,161050-58-4
DTXSID5025659,Methyl salicylate,119-36-8
DTXSID3034294,Dichlorflurenol-methyl,21634-96-8
DTXSID5052882,"Siloxanes and Silicones, di-Me, reaction products with silica",67762-90-7
DTXSID6024204,Metribuzin,21087-64-9
DTXSID9028544,Molasses,68476-78-8
DTXSID6024206,Molinate,2212-67-1
DTXSID9026926,1-Tetradecanol,112-72-1
DTXSID7032630,N-Benzyladenine,1214-39-7
DTXSID2034334,Ammonium 1-naphthaleneacetate,25545-89-5
DTXSID3034583,Ethyl 1-naphthaleneacetate,2122-70-5
DTXSID3022247,Nerolidol,7212-44-4
DTXSID6034764,Nicosulfuron,111991-09-4
DTXSID7034256,Nithiazine,58842-20-9
DTXSID0024216,Nitrapyrin,1929-82-4
DTXSID8024234,Norflurazon,27314-13-2
DTXSID0034772,Nosema locustae,NOCAS_34772
DTXSID5034773,Novaluron,116714-46-6
DTXSID8030978,Cedarwood oil,8000-27-9
DTXSID10108662,"Oils, eucalyptus, E. citriodora",129828-24-6
DTXSID6021113,Peppermint oil,8006-90-4
DTXSID5025811,Methyl (9Z)-octadec-9-enoate,112-62-9
DTXSID0025949,Potassium oleate,143-18-0
DTXSID6021086,Oxamyl,23135-22-0
DTXSID8025541,Oxydemeton-methyl,301-12-2
DTXSID4035209,Oxypurinol,2465-59-0
DTXSID0035744,"p-Menthane-3,8-diol",42822-86-6
DTXSID4021717,4-Chloro-3-methylphenol,59-50-7
DTXSID7024243,Paraquat dichloride,1910-42-5
DTXSID7026863,"1,1'-Oxybis-2-propanol",110-98-5
DTXSID3028217,Hydrotreated heavy naphthenic distillate (petroleum),64742-52-5
DTXSID1024255,Phenmedipham,13684-63-4
DTXSID5021124,Phenol,108-95-2
DTXSID6035156,2-Phenylethyl propionate,122-70-3
DTXSID2021157,Phosphine,7803-51-2
DTXSID0035667,Monobasic potassium phosphate,7778-77-0
DTXSID7032634,Piperalin,3478-94-2
DTXSID4027862,Polyethylene glycol,25322-68-3
DTXSID7042306,"Poly(oxy-1,2-ethanediyl), .alpha.-acetyl-.omega.-(acetyloxy)-",27252-83-1
DTXSID6027713,Polyoxyethylene monoleate,9004-96-0
DTXSID1027716,Polyoxyethylene dioleate,9005-07-6
DTXSID0021175,Polysorbate 80,9005-65-6
DTXSID4049743,Poly(oxyethylene) sorbitan trioleate,9005-70-3
DTXSID60894563,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethoxylated",68937-54-2
DTXSID2036245,Potassium carbonate,584-08-7
DTXSID9035961,Dipotassium phosphite,13492-26-7
DTXSID1034925,"Potassium 2,4-hexadienoate",590-00-1
DTXSID3032464,Profenofos,41198-08-7
DTXSID9034496,Prohexadione-calcium,127277-53-6
DTXSID6034849,Propamocarb hydrochloride,25606-41-1
DTXSID8022111,Propanil,709-98-8
DTXSID4024276,Propargite,2312-35-8
DTXSID7032470,Propetamphos,31218-83-4
DTXSID5021207,"1,2-Propylene oxide",75-56-9
DTXSID2020420,Propyzamide,23950-58-5
DTXSID2032637,Pymetrozine,123312-89-0
DTXSID7032638,Pyraclostrobin,175013-18-0
DTXSID3034872,Chloridazon,1698-60-8
DTXSID5032573,Pyridaben,96489-71-3
DTXSID2032639,Pyridate,55512-33-9
DTXSID8032673,Pyrithiobac-sodium,123343-16-8
DTXSID6032641,Quinclorac,84087-01-4
DTXSID1032642,Rimsulfuron,122931-48-0
DTXSID1024174,Tribufos,78-48-8
DTXSID6032431,S-Metolachlor,87392-12-9
DTXSID9024304,Sethoxydim,74051-80-2
DTXSID80274000,"Rubber, silicone",63394-02-5
DTXSID3032042,Silver nitrate,7761-88-8
DTXSID4024309,Sodium cyanide,143-33-9
DTXSID3042392,"Sodium 1,4-dihexyl sulfosuccinate",3006-15-3
DTXSID2020630,Sodium fluoride,7681-49-4
DTXSID5035799,Sodium N-(hydroxymethyl)glycinate,70161-44-3
DTXSID6020937,Sodium nitrate,7631-99-4
DTXSID4027072,Sodium phenolate,139-02-6
DTXSID0049783,Sodium polyacrylate,4/7/9003
DTXSID1034923,Sodium tetrathiocarbamate,7345-69-9
DTXSID6027892,Sorbitan trioleate,26266-58-0
DTXSID5023588,D-Glucitol,50-70-4
DTXSID0049789,Starch,9005-25-8
DTXSID0049654,"1,3-Butadiene-styrene copolymer",9003-55-8
DTXSID0034936,Sulfometuron-methyl,74222-97-2
DTXSID5034937,"Sulfonated oleic acid, sodium salt",68443-05-0
DTXSID6029672,Sulfur dioxide,7446-09-5
DTXSID9034945,Sulfuryl fluoride,2699-79-8
DTXSID7027671,Tall oil,8002-26-4
DTXSID1021455,C.I. Acid Yellow 23,1934-21-0
DTXSID9032113,Tebuconazole,107534-96-3
DTXSID4034948,Tebufenozide,112410-23-8
DTXSID3024316,Tebuthiuron,34014-18-1
DTXSID3032547,Etridiazole,2593-15-9
DTXSID0048058,Tetraglycine hydroperiodide,7097-60-1
DTXSID2034962,Thiamethoxam,153719-23-4
DTXSID1032488,Thiazopyr,117718-60-2
DTXSID0032651,Thidiazuron,51707-55-2
DTXSID6024337,Thiobencarb,28249-77-6
DTXSID0032578,Thiodicarb,59669-26-0
DTXSID6034972,Thymol,89-83-8
DTXSID1034973,Tralkoxydim,87820-88-0
DTXSID0034982,Tributyltin maleate (1:1),4027-18-3
DTXSID0032493,Triadimenol,55219-65-3
DTXSID5034981,Tributyltin benzoate,4342-36-3
DTXSID00897371,Trichoderma harzianum,67892-31-3
DTXSID4032580,Trifloxystrobin,141517-21-7
DTXSID2032500,Triflumizole,68694-11-1
DTXSID2032502,Triflusulfuron-methyl,126535-15-7
DTXSID9032535,Trinexapac-ethyl,95266-40-3
DTXSID8035001,10-Undecenoic acid,112-38-9
DTXSID3035002,Uniconazole-P,83657-17-4
DTXSID4044169,Corn sugar gum,11138-66-2
DTXSID4035120,Xanthine,69-89-6
DTXSID50897088,Saccharomyces cerevisiae,68876-77-7
DTXSID7026314,Zinc pyrithione,13463-41-7
DTXSID2035013,Zinc chloride,7646-85-7
DTXSID7035016,Zinc oxide,1314-13-2
DTXSID3024944,"1,2-Dibromo-2,4-dicyanobutane",35691-65-7
DTXSID6034392,Boscalid,188425-85-6
DTXSID4035259,Bromine chloride,13863-41-7
DTXSID7023936,Butylate,2008-41-5
DTXSID1024835,3-Phenylprop-2-enal,104-55-2
DTXSID9058313,Didecyldimethylammonium bicarbonate (1to1),148812-65-1
DTXSID6040329,Didecyl dimethyl ammonium carbonate,148788-55-0
DTXSID6020480,Dimethoxane,828-00-2
DTXSID0027856,Dipropylene glycol,25265-71-8
DTXSID9032610,Etofenprox,80844-07-1
DTXSID8034586,Etoxazole,153233-91-1
DTXSID9020617,Eugenol,97-53-0
DTXSID7032555,Flumioxazin,103361-09-7
DTXSID8026727,Geraniol,106-24-1
DTXSID0074552,Glyphosate dimethylamine salt,34494-04-7
DTXSID0034645,"Glycine, N-(phosphonomethyl)- potassium salt",39600-42-5
DTXSID4036304,Nitrogen,7727-37-9
DTXSID60897312,Black pepper oil,8006-82-4
DTXSID7047695,Jojoba oil from Simmondsia chinensis,61789-91-1
DTXSID3029289,"7a-Ethyldihydro-1H,3H,5H-oxazolo(3,4-c)oxazole",7747-35-5
DTXSID5027697,Naphtha,8030-30-6
DTXSID3021805,Piperine,94-62-2
DTXSID30873865,Polyoxin D,22976-86-9
DTXSID20891972,"Siloxanes and Silicones, di-Me, hydroxy-terminated",70131-67-8
DTXSID1028102,"Resin acids and Rosin acids, potassium salts",61790-50-9
DTXSID8024284,1-Methoxy-2-propanol,107-98-2
DTXSID00897376,Pseudomonas syringae,68583-32-4
DTXSID8034871,Pyraflufen-ethyl,129630-19-9
DTXSID2034881,Quinoxyfen,124495-18-7
DTXSID4036229,Sodium decyl sulfate,142-87-0
DTXSID7029164,"Sodium 1,4-diisobutyl sulfosuccinate",127-39-9
DTXSID40745448,PUBCHEM_71308272,156028-14-7
DTXSID2029298,"Dodecanol, ethoxylated, monoether with sulfuric acid, sodium salt",9004-82-4
DTXSID90109031,"Fatty acids, C6-10, tetraesters with sorbitan",228573-47-5
DTXSID0035952,"Sucrose, octanoate",42922-74-7
DTXSID1032484,Temephos,3383-96-8
DTXSID2034960,Thiabendazole hypophosphite,28558-32-9
DTXSID2021446,Xylenes,1330-20-7
DTXSID7024035,"2,4-Dichlorophenoxybutyric acid",94-82-6
DTXSID8034297,Acequinocyl,57960-19-7
DTXSID2020555,Edifas B,9004-32-4
DTXSID3047500,Copper citrate,10402-15-0
DTXSID2021941,2-(2-Ethoxyethoxy)ethanol,111-90-0
DTXSID7034549,Dinotefuran,165252-70-0
DTXSID6034390,Disodium octaborate,12008-41-2
DTXSID9034781,Oil of eucalyptus,8000-48-4
DTXSID8034588,Famoxadone,131807-57-3
DTXSID2034590,Fenamidone,161326-34-7
DTXSID5034303,Fluroxypyr-meptyl,81406-37-3
DTXSID7034753,Foramsulfuron,173159-57-4
DTXSID1034634,Forchlorfenuron,68157-60-8
DTXSID2024115,Formic acid,64-18-6
DTXSID1034501,gamma-Cyhalothrin,76703-62-3
DTXSID3034662,Imazalil sulfate,58594-72-2
DTXSID0034271,Imazapic ammonium salt,115136-53-3
DTXSID7023192,Lactic acid,50-21-5
DTXSID0042088,Lauryl sulfate,151-41-7
DTXSID6034712,Mesosulfuron-methyl,208465-21-8
DTXSID7021940,1-Octanol,111-87-5
DTXSID0022010,cis-Oleyl alcohol,143-28-2
DTXSID0034803,Penoxsulam,219714-96-2
DTXSID0034227,Icaridin,119515-38-7
DTXSID8034877,Pyrimethanil,53112-28-0
DTXSID2034887,Sabadilla alkaloids,8051-02-3
DTXSID901018754,Silicones,63148-53-8
DTXSID3029736,"Carbonic acid disodium salt, compd. with hydrogen peroxide (H2O2) (2:3)",15630-89-4
DTXSID1034929,Spiromesifen,283594-90-1
DTXSID8024317,Terbacil,5902-51-2
DTXSID8040222,Trifloxysulfuron-sodium,199119-58-9
DTXSID0021969,4-Hydroxy-3-methoxybenzaldehyde,121-33-5
DTXSID7050402,Ammonium citrate (1:1),7632-50-0
DTXSID30872954,Dichromic acid,13530-68-2
DTXSID2034465,Clothianidin,210880-92-5
DTXSID0027983,Dipropylene glycol monomethyl ether,34590-94-8
DTXSID8034611,Flonicamid,158062-67-0
DTXSID2034627,Fluroxypyr,69377-81-7
DTXSID3024108,Flurprimidol,56425-91-3
DTXSID0025363,Glycolic acid,79-14-1
DTXSID3032620,Hexaflumuron,86479-06-3
DTXSID5052250,Isobornyl acrylate,5888-33-5
DTXSID3032412,Imazamethabenz methyl ester,81405-85-8
DTXSID5034270,Imazapic,104098-48-8
DTXSID8034665,Imazapyr,81334-34-1
DTXSID9020792,Maleic hydrazide,123-33-1
DTXSID9045138,1-(3-Chlorophenyl)piperazine,6640-24-0
DTXSID8020913,Naphthalene,91-20-3
DTXSID9033971,Sesame oil,8008-74-0
DTXSID6027397,"Sorbitan, mono-(9Z)-9-octadecenoate",1338-43-8
DTXSID00897396,Tioxazafen-streptomyces lydicus mixt.,2101705-78-4
DTXSID6032645,Sulfentrazone,122836-35-5
DTXSID7034961,Thiacloprid,111988-49-9
DTXSID6035524,(Z)-Dodec-9-enyl acetate,16974-11-1
DTXSID7034387,Boric oxide,1303-86-2
DTXSID4032536,Cyphenothrin,39515-40-7
DTXSID2034542,Dimethenamid-P,163515-14-8
DTXSID2032392,Fenoxaprop-ethyl,66441-23-4
DTXSID9020663,Glycerol,56-81-5
DTXSID6040373,Metaflumizone,139968-49-3
DTXSID4022448,Metolachlor,51218-45-2
DTXSID1058391,Milbemectin,51596-10-2
DTXSID6034762,Nicarbazin,330-95-0
DTXSID5021097,Oxytetracycline hydrochloride,2058-46-0
DTXSID7074618,Octaneperoxoic acid,33734-57-5
DTXSID5029635,Potassium silicate,1312-76-1
DTXSID9049588,Ammonium (lauryloxypolyethoxy)ethyl sulfate,32612-48-9
DTXSID3058614,Spinetoram,935545-74-7
DTXSID6034928,Spirodiclofen,148477-71-8
DTXSID4034940,Sulfosulfuron,141776-32-1
DTXSID5024344,Tri-allate,2303-17-5
DTXSID5024394,Acetic acid,64-19-7
DTXSID0039229,Acrylic acid,79-10-7
DTXSID6030992,Chitosan,9012-76-4
DTXSID2044345,Chlorantraniliprole,500008-45-7
DTXSID4047672,Flubendiamide,272451-65-7
DTXSID7034624,Fluopicolide,239110-15-7
DTXSID4058075,Mandipropamid,374726-62-2
DTXSID4034738,Metofluthrin,240494-70-6
DTXSID4034788,Orthosulfamuron,213464-77-8
DTXSID4035251,Silver chloride,7783-90-6
DTXSID7035222,Monosodium phosphate,7558-80-7
DTXSID7044342,Spirotetramat,203313-25-1
DTXSID1027263,Pentyl acetate,628-63-7
DTXSID2044185,Proteinase from B. Subtilis,9001-92-7
DTXSID9034492,Cyazofamid,120116-88-3
DTXSID2058128,Difenacoum,56073-07-5
DTXSID2034625,Fluoxastrobin,361377-29-9
DTXSID4034497,Metconazole,125116-23-6
DTXSID4034782,Oil of geranium,8000-46-2
DTXSID9034783,Oil of lemongrass,8007-02-1
DTXSID9027863,Polypropylene glycol,25322-69-4
DTXSID0036766,(+)-(S)-Abscisic acid,21293-29-8
DTXSID4029698,Sodium persulfate,7775-27-1
DTXSID40883177,Sorbitol octanoate,108175-15-1
DTXSID8034956,Tetraconazole,112281-77-3
DTXSID5027069,2-Methyl-1-butanol,137-32-6
DTXSID5032313,3-Chloro-4-methylbenzenamine hydrochloride,7745-89-3
DTXSID6026824,1-Butanethiol,109-79-5
DTXSID0020234,Calcium acetate,62-54-4
DTXSID5027774,Ethylenediaminetetraacetic acid ferric sodium salt,15708-41-5
DTXSID6093706,Fish oil,8016-13-5
DTXSID0042038,Heptyl butyrate,5870-93-9
DTXSID0020737,Indole,120-72-9
DTXSID8034823,Pinoxaden,243973-20-8
DTXSID9058072,Saflufenacil,372137-35-4
DTXSID0051449,Thyme oil,8007-46-3
DTXSID6041503,Tralopyril,122454-29-9
DTXSID8024101,Tribenuron-methyl,101200-48-0
DTXSID2026238,Trimethylamine,75-50-3
DTXSID0032655,Triticonazole,131983-72-7
DTXSID5041194,(Z)-9-Hexadecenal,56219-04-6
DTXSID5020605,2-Ethyl-1-hexanol,104-76-7
DTXSID6049644,Hydroxypropyl guar gum,39421-75-5
DTXSID60864286,3-Decen-2-one,10519-33-2
DTXSID2049848,Alcohol alkoxylate,NOCAS_49848
DTXSID7041201,alpha-Cypermethrin,67375-30-8
DTXSID2025218,Polyoxyethylene dodecyl mono ether,9002-92-0
DTXSID2058203,Ametoctradin,865318-97-4
DTXSID0074683,Aminocyclopyrachlor,858956-08-8
DTXSID0023872,Ammonia,7664-41-7
DTXSID3051387,Ammonium nonanoate,63718-65-0
DTXSID6050469,Attapulgite,12174-11-7
DTXSID70897363,Aureobasidium pullulans,67891-88-7
DTXSID3057987,Benzobicyclon,156963-66-5
DTXSID7020182,Bisphenol A,80-05-7
DTXSID7042196,Butyl lactate,138-22-7
DTXSID5030955,Camphor,76-22-2
DTXSID5034519,"D-Gluconic acid, compd with N,N''-bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide (2:1)",18472-51-0
DTXSID4020325,Choline chloride,67-48-1
DTXSID8044175,Clove leaf oil,8000-34-8
DTXSID20694061,Copper Pyrithione,154592-20-8
DTXSID3047712,Cornmint oil,68917-18-0
DTXSID2058174,Cyantraniliprole,736994-63-1
DTXSID30431727,Cyflufenamid,180409-60-3
DTXSID8058089,Cyflumetofen,400882-07-7
DTXSID9035175,Kinetin,525-79-1
DTXSID9035206,Diallyl disulfide,2179-57-9
DTXSID3021932,Diethanolamine,111-42-2
DTXSID00893116,Nitrogen tetroxide,10544-72-6
DTXSID6022977,Ethylenediaminetetraacetic acid,60-00-4
DTXSID2057994,Ethaboxam,162650-77-3
DTXSID6022000,Ethanolamine,141-43-5
DTXSID4040476,Fenazaquin,120928-09-8
DTXSID2074742,Fenpyrazamine,473798-59-3
DTXSID3034610,Flazasulfuron,104040-78-0
DTXSID7044340,Florasulam,145701-23-1
DTXSID7032551,Fluazinam,79622-59-6
DTXSID1058054,Fluensulfone,318290-98-1
DTXSID8058166,Flumethrin,69770-45-2
DTXSID2032554,Flumiclorac-pentyl,87546-18-7
DTXSID9058151,Fluopyram,658066-35-4
DTXSID10872811,Flupyradifurone,951659-40-8
DTXSID8040727,Flutriafol,76674-21-0
DTXSID6058215,Fluxapyroxad,907204-31-3
DTXSID0034930,Fosthiazate,98886-44-3
DTXSID5041223,Diacetain glycerol,25395-31-7
DTXSID4051871,"2,2'-(Oxybis(methylene))bisoxirane",2238-07-5
DTXSID3020675,Guar gum,9000-30-0
DTXSID3036737,Hypochlorous acid,7790-92-3
DTXSID2057946,Imazosulfuron,122548-33-8
DTXSID0058223,Indaziflam,950782-86-2
DTXSID2034673,Iodosulfuron-methyl-sodium,144550-36-7
DTXSID7034674,Ipconazole,125225-28-7
DTXSID50893848,Isofetamid,875915-78-9
DTXSID0026838,Isopropyl tetradecanoate,110-27-0
DTXSID2040739,Kasugamycin hydrochloride,19408-46-9
DTXSID1020514,"N,N-Dimethyldodecylamine-N-oxide",1643-20-5
DTXSID20894968,Mandestrobin,173662-97-0
DTXSID7032424,Mesotrione,104206-82-8
DTXSID30895800,"5-(((2,6-Difluorophenyl)methoxy)methyl)-4,5-dihydro-5-methyl-3-(3-methyl-2-thienyl)isoxazole",403640-27-7
DTXSID5025607,Methyleugenol,93-15-2
DTXSID2027204,Methyl isothiocyanate,556-61-6
DTXSID9034737,Metiram,9006-42-2
DTXSID9058020,Metrafenone,220899-03-6
DTXSID90897320,Momfluorothrin,609346-29-4
DTXSID6021163,Natamycin,7681-93-8
DTXSID7020974,Nitrogen dioxide,10102-44-0
DTXSID0034774,Noviflumuron,121451-02-3
DTXSID2035308,Japonilure,64726-91-6
DTXSID40897294,Oil of sassafras,8006-80-2
DTXSID30893604,Oxathiapiprolin,1003318-67-9
DTXSID9058107,Penflufen,494793-67-8
DTXSID6058005,Penthiopyrad,183675-82-3
DTXSID9047542,Picoxystrobin,117428-22-5
DTXSID1040611,Silwet L 77,27306-78-1
DTXSID6027715,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxooctadecyl)-.omega.-hydroxy-",9004-99-3
DTXSID0041939,Ethoxylated C16-?18 alcohols,68439-49-6
DTXSID3031949,Polysorbate 20,9005-64-5
DTXSID30891988,Polysorbate 65,9005-71-4
DTXSID0041222,Potassium citrate,7778-49-6
DTXSID6042317,Potassium hypochlorite,7778-66-7
DTXSID801016600,Prohydrojasmon,158474-72-7
DTXSID5029217,1-Propoxy-2-propanol,1569-01-3
DTXSID4034869,Prothioconazole,178928-70-6
DTXSID8034875,Pyridalyl,179101-81-6
DTXSID6058057,Pyrifluquinazon,337458-27-2
DTXSID8058162,Pyriofenone,688046-61-9
DTXSID4058104,Pyroxasulfone,447399-55-5
DTXSID7044344,Pyroxsulam,422556-08-9
DTXSID7026368,Salicylic acid,69-72-7
DTXSID2058207,Sedaxane,874967-67-6
DTXSID0029684,Sodium metabisulfite,7681-57-4
DTXSID9036307,Pentasodium triphosphate,7758-29-4
DTXSID0074687,Methyl[1-(2-trifluoromethylpyridin-5-yl)ethyl]-N-cyanosulfoximine,946578-00-3
DTXSID10897322,Tagetes minuta flower oil,8016-84-0
DTXSID701009793,Tamarind seed gum,39386-78-2
DTXSID5047037,Tembotrione,335104-84-2
DTXSID3024318,Terbutryn,886-50-0
DTXSID0058275,Thiencarbazone-methyl,317815-83-1
DTXSID3034531,Thiophanate,23564-06-9
DTXSID6057952,Tolfenpyrad,129558-76-5
DTXSID0034722,Topramezone,210631-68-8
DTXSID9034997,Tributyltetradecylphosphonium chloride,81741-28-8
DTXSID30894797,Triclopyr choline,1048373-85-8
DTXSID5041144,Triptolide,38748-32-2
DTXSID60101688,Wintergreen Oil,68917-75-9
DTXSID60888987,"7-Tetradecen-2-one, (7Z)-",146955-45-5
DTXSID7035012,Zinc,7440-66-6
DTXSID9032581,Zoxamide,156052-68-5
DTXSID90895806,Dimethylamine-epichlorohydrin-ethylenediamine polyme,42751-79-1
DTXSID1041346,"2,4-D-ethyl ester",533-23-3
DTXSID4027496,"2,4-D sodium salt",2702-72-9
DTXSID7023853,Acifluorfen-sodium,62476-59-9
DTXSID60110078,Acriflavine,65589-70-0
DTXSID0022563,Albendazole,54965-21-8
DTXSID6023862,Aldoxycarb,1646-88-4
DTXSID3020043,Allantoin,97-59-6
DTXSID4026501,alpha-Pinene,80-56-8
DTXSID3048863,Altrenogest,850-52-2
DTXSID2045442,Ambroxolhydrochloride,23828-92-4
DTXSID1023869,Ametryn,834-12-8
DTXSID3034329,Amicarbazone,129909-90-6
DTXSID10701874,N-[2-(2-Aminoethoxy)ethenyl]glycine,73360-07-3
DTXSID5021336,Theophylline,58-55-9
DTXSID2034330,Aminopyralid,150114-71-9
DTXSID0020076,Amitrole,61-82-5
DTXSID6050122,"Phosphoric acid, ammonium salt (1:x)",10124-31-9
DTXSID9020083,Ampicillin trihydrate,7177-48-2
DTXSID0045547,Amprolium hydrochloride,137-88-2
DTXSID6044357,(4-Methoxyphenyl)methanol,105-13-5
DTXSID5040598,R-(-)-Apomorphine hydrochloride,314-19-2
DTXSID5020108,Aspirin,50-78-2
DTXSID8023890,Asulam,3337-71-1
DTXSID1034420,Asulam-sodium,2302-17-2
DTXSID2048583,Atipamezole hydrochloride,104075-48-1
DTXSID40891398,Avilamycin,11051-71-1
DTXSID3041613,Azaconazole,60207-31-0
DTXSID2034205,Azafenidin,68049-83-2
DTXSID9034818,Azamethiphos,35575-96-3
DTXSID2045361,Azaperone,1649-18-9
DTXSID8041614,Azimsulfuron,120162-55-2
DTXSID00858760,Zinc-bacitracin,1405-89-6
DTXSID0057596,"Balsams, peru",8007-00-9
DTXSID3041619,Benalaxyl,71626-11-4
DTXSID9045922,Benazepril hydrochloride,86541-74-4
DTXSID0023901,Bentazone,25057-89-0
DTXSID5058193,Benzofenap,82692-44-2
DTXSID6024591,Benzoyl peroxide,94-36-0
DTXSID6052871,beta-Cypermethrin,1224510-29-5
DTXSID3022667,Betamethasone,378-44-9
DTXSID8022668,Betamethasone acetate,987-24-6
DTXSID7022673,Betamethasone valerate,2152-44-5
DTXSID2034382,Bioresmethrin,28434-01-7
DTXSID6024622,Bismuth subsalicylate,14882-18-9
DTXSID0058013,Bistrifluron,201593-84-2
DTXSID2037502,Bitertanol,55179-31-2
DTXSID0045886,Bromhexine hydrochloride,611-75-6
DTXSID7029162,"3-Bromo-1-chloro-5,5-dimethylhydantoin",126-06-7
DTXSID1034397,Bromopropylate,18181-80-1
DTXSID3022162,Bromoxynil,1689-84-5
DTXSID9032531,Bromuconazole,116255-48-2
DTXSID6041688,Bupirimate,41483-43-6
DTXSID30218712,Buserelin acetate,68630-75-1
DTXSID9034365,Butafenacil,134605-64-4
DTXSID3032337,Butralin,33629-47-9
DTXSID0057968,Butroxydim,138164-12-2
DTXSID8062153,Butyl salicylate,2052-14-4
DTXSID7037505,Cadusafos,95465-99-9
DTXSID0020232,Caffeine,58-08-2
DTXSID5046938,"Caffeine, citrated",69-22-7
DTXSID7041756,Carbetamide,16118-49-3
DTXSID5023950,Carbosulfan,55285-14-8
DTXSID40194957,Carnidazole,42116-76-7
DTXSID3022744,Carnitine,461-06-3
DTXSID1045871,Carprofen,53716-49-7
DTXSID9022780,Cephalexin,15686-71-2
DTXSID5037028,Hexadecyltrimethylammonium bromide,57-09-0
DTXSID7034250,Chlorfenvinphos,470-90-6
DTXSID5041772,Chlorfluazuron,71422-67-8
DTXSID7047144,Chlorhexidine dihydrochloride,3697-42-5
DTXSID7093662,Chlorophylls,1406-65-1
DTXSID2041547,6-Chlorothymol,89-68-9
DTXSID4020321,Chlorpheniramine maleate,113-92-8
DTXSID6032352,Chlorpyrifos-methyl,5598-13-0
DTXSID80976471,2-Butoxy-N-[2-(diethylamino)ethyl]quinoline-4-carboximidic acid--hydrogen chloride (1/1),61-12-1
DTXSID3034456,Cinmethylin,87818-31-3
DTXSID6046555,Climbazole,38083-17-9
DTXSID6032354,Clodinafop-propargyl,105512-06-9
DTXSID3042633,Clomipramine hydrochloride,17321-77-6
DTXSID3041794,Cloquintocet-mexyl,99607-70-2
DTXSID8045488,Clorsulon,60200-06-8
DTXSID6040662,Closantel,57808-65-8
DTXSID7029871,Clotrimazole,23593-75-1
DTXSID40892188,Cod liver oil,8001-69-2
DTXSID30208951,Cupric citrate hemipentahydrate,6020-30-0
DTXSID8040808,Adrenocorticotropic hormone,9002-60-2
DTXSID8041799,Coumatetralyl,5836-29-3
DTXSID0025941,Polyvinylpyrrolidone,9003-39-8
DTXSID1023990,Cyanazine,21725-46-2
DTXSID0020365,Cyclosporin A,59865-13-3
DTXSID0032601,Cyproconazole,94361-06-5
DTXSID8022876,L-Cysteine,52-90-4
DTXSID5024001,Dalapon-sodium,127-20-8
DTXSID9020328,Danthron,117-10-2
DTXSID60160018,Delmadinone acetate,13698-49-2
DTXSID6022894,Deoxycorticosterone acetate,56-47-3
