DTXSID,true_chemname,true_cas,esc
DTXSID0024848,Cottonseed oil,8001-29-4,Active_ingredient_in_products; Pesticides; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0024896,"2,4-D dimethylamine salt",2008-39-1,Active_ingredient_in_products; Pesticides; Food
DTXSID0024921,"4,4'-Diaminodicyclohexylmethane",1761-71-3,Substances_in_contact_with_food; Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID0025072,Dihydroxyacetone,96-26-4,Personal_care; Pharmaceutical
DTXSID0025101,3-Dimethylaminophenol,99-07-0,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0025234,Eosin,17372-87-1,Arts_and_crafts_or_office_supplies; General_consumer_product; Children_products_and_toys; Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides; Pharmaceutical
DTXSID0025363,Glycolic acid,79-14-1,Active_ingredient_in_products; Pesticides; Substances_in_contact_with_food; Household_care_and_cleaning_products; Occupational_products; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pharmaceutical
DTXSID0025523,Maltol,118-71-8,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0025527,Medroxyprogesterone acetate,71-58-9,Active_ingredient_in_products; Pharmaceutical
DTXSID0025816,Oxalic acid,144-62-7,Active_ingredient_in_products; Pesticides; Household_care_and_cleaning_products; Bottled_and_finished_water_for_consumption; Product_manufacturing; Occupational_products; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pharmaceutical
DTXSID0025818,Oxethazaine,126-27-2,General_consumer_product; Pharmaceutical
DTXSID0025941,Polyvinylpyrrolidone,9003-39-8,Active_ingredient_in_products; General_consumer_product; Substances_in_contact_with_food; Children_products_and_toys; Personal_care; Bottled_and_finished_water_for_consumption; Product_manufacturing; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use; Pharmaceutical
DTXSID0025949,Potassium oleate,143-18-0,Active_ingredient_in_products; Pesticides; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0026098,"2,3,5,6-Tetrachloronitrobenzene",117-18-0,Active_ingredient_in_products; Pesticides; Food
DTXSID0026171,Tolyltriazole,29385-43-1,Surface_water; Groundwater; Pharmaceutical; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0026175,Triallyl isocyanurate,1025-15-6,Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID0026252,Triphenyl phosphite,101-02-0,Children_products_and_toys; General_consumer_product; Product_manufacturing; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0026339,alpha-Vitamin E,59-02-9,Personal_care; Food_supplement; Food_additive; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0026549,Gluconolactone,90-80-2,Human_food_from_animals; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0026701,4-Methylbenzenesulfonic acid,104-15-4,Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0026838,Isopropyl tetradecanoate,110-27-0,Active_ingredient_in_products; Pesticides; Children_products_and_toys; Personal_care; Household_care_and_cleaning_products; General_consumer_product; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0026882,Octane,111-65-9,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys; Vehicles; General_consumer_product
DTXSID0026913,Dodecane,112-40-3,Air_near_source; Arts_and_crafts_or_office_supplies; Chemicals_that_emit_or_offgas; General_consumer_product; Children_products_and_toys; Household_care_and_cleaning_products
DTXSID0026915,1-Undecanol,112-42-5,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0026967,Diethylene glycol dibenzoate,120-55-8,Arts_and_crafts_or_office_supplies; Product_manufacturing; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0027064,"Hexanoic acid, 2-ethyl-, cobalt(2+) salt",136-52-7,Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0027066,Sodium [dodecanoyl(methyl)amino]acetate,137-16-6,Personal_care; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0027193,Calcium formate,544-17-2,Active_ingredient_in_products; Pesticides
DTXSID0027195,Hexadecane,544-76-3,Air_near_source; Arts_and_crafts_or_office_supplies; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID0027197,Methyl 2-hydroxypropanoate,547-64-8,Artificial_liquids; Chemicals_that_emit_or_offgas; Children_products_and_toys; Electronics
DTXSID0027222,Terpinolene,586-62-9,Active_ingredient_in_products; Pesticides; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0027278,Aluminum stearate,637-12-7,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID0027309,Ethyl 3-ethoxypropionate,763-69-9,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0027351,Sodium decanoate,1002-62-6,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0027353,Ammonium stearate,1002-89-7,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID00273999,"Hexanedioic acid, polymer with 1,2-propanediol",25101-03-5,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID00274022,"Benzenesulfonic acid, 4-(1-methylundecyl)-, sodium salt",2211-99-6,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID00274047,6-Methylheptyl acrylate,54774-91-3,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product; Children_products_and_toys
DTXSID0027511,"Hexaneperoxoic acid, 2-ethyl-, 1,1-dimethylethyl ester",3006-82-4,Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID0027519,Diethylene glycol monolauryl ether sulfate sodium salt,3088-31-1,Active_ingredient_in_products; Pesticides; Occupational_products
DTXSID0027640,Malic acid,6915-15-7,Active_ingredient_in_products; Pesticides; Human_food_from_animals; General_consumer_product; Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0027642,"C.I. Pigment Red 48, calcium salt (1:1)",7023-61-2,Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0027644,"N-Oleyl-1,3-propanediamine",7173-62-8,Active_ingredient_in_products; Pesticides; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0027696,"Tallow, hydrogenated",8030-12-4,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID0027698,"Quaternary ammonium compounds, trimethyltallow alkyl, chlorides",8030-78-2,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0027775,"Phosphonic acid, [[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis-",15827-60-8,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0027802,Propylene glycol dibenzoate,19224-26-1,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0027852,Chlorotoluene,25168-05-2,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0027856,Dipropylene glycol,25265-71-8,Active_ingredient_in_products; Pesticides; Air_near_source; Chemicals_that_emit_or_offgas; Vehicles; Artificial_liquids; Children_products_and_toys; Personal_care; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0027933,Diisooctyl phthalate,27554-26-3,Active_ingredient_in_products; Pesticides; Air_near_source; Chemicals_that_emit_or_offgas; Vehicles; Arts_and_crafts_or_office_supplies; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0027935,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tris[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]methyl]-",27676-62-6,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID0027939,Pentaerythritol tristearate,28188-24-1,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0027983,Dipropylene glycol monomethyl ether,34590-94-8,Active_ingredient_in_products; Pesticides; Air_near_source; Chemicals_that_emit_or_offgas; Vehicles; Arts_and_crafts_or_office_supplies; Household_care_and_cleaning_products; Occupational_products; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0027985,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, 1,6-hexanediyl ester",35074-77-2,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID0028030,"Bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",52829-07-9,Substances_in_contact_with_food; General_consumer_product; Chemicals_that_emit_or_offgas; Bottled_and_finished_water_for_consumption; Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028034,5(6)-Carboxy-4-hexyl-2-cyclohexene-1-octanoic acid,53980-88-4,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028038,3-Iodo-2-propynyl-N-butylcarbamate,55406-53-6,Active_ingredient_in_products; Pesticides; Arts_and_crafts_or_office_supplies; Substances_in_contact_with_food; Children_products_and_toys; Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0028080,"Quaternary ammonium compounds, dicoco alkyldimethyl, chlorides",61789-77-3,Active_ingredient_in_products; Pesticides; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0028084,"Sulfonic acids, petroleum, calcium salts",61789-86-4,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028086,Tallow,61789-97-7,Personal_care; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID0028088,"Fatty acids, tall-oil",61790-12-3,Active_ingredient_in_products; Pesticides; Bottled_and_finished_water_for_consumption; Product_manufacturing; Occupational_products; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0028111,"Ethanol, 2,2'-iminobis-, N-coco alkyl derivs., N-oxides",61791-47-7,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028115,"Hydrocarbon waxes, microcrystalline",63231-60-7,Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028240,"Naphtha, petroleum, hydrodesulfurized heavy",64742-82-1,Arts_and_crafts_or_office_supplies; Household_care_and_cleaning_products
DTXSID0028246,"Solvent naphtha, petroleum, light aliph.",64742-89-8,Arts_and_crafts_or_office_supplies; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028294,"Rosin, hydrogenated",65997-06-0,Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028298,"Corn, steep liquor",66071-94-1,Active_ingredient_in_products; Pesticides; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0028323,"Alcohols, C16-18",67762-27-0,Substances_in_contact_with_food; Children_products_and_toys; Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028329,"Fatty acids, C6-12, methyl esters",67762-39-4,Active_ingredient_in_products; Pesticides
DTXSID0028373,"Benzenesulfonic acid, mono-C10-16-alkyl derivs., sodium salts",68081-81-2,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028404,Tall-oil fatty acid DEA,68155-20-4,Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028454,"Fats and Glyceridic oils, vegetable, hydrogenated",68334-28-1,Personal_care; Substances_in_contact_with_food
DTXSID0028458,"Fatty acids, tallow, hydrogenated, dimers, diketene derivs.",68390-56-7,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028531,"Hydrocarbons, C3-4",68476-40-4,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028666,"1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich",68515-49-1,Bottled_and_finished_water_for_consumption; Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028741,"Alcohols, C16-18, distn. residues",68603-17-8,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028903,"Tar acids, cresylic, Ph phosphates",68952-35-2,Active_ingredient_in_products; Pesticides
DTXSID0028953,"Aldehydes, C2-4, condensation products with acetone, dehydrated, hydrogenated, distn. residues",68990-20-5,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0028957,"Glycerides, C14-22 mono-, acetates",68990-54-5,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0029006,"Quaternary ammonium compounds, bis(hydrogenated tallow alkyl)dimethyl, salts with hectorite",71011-27-3,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0029183,"1,3-Dioxepane",505-65-7,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID0029187,"2,6-Dimethylnaphthalene",581-42-0,Air_near_source; Household_care_and_cleaning_products; Chemicals_that_emit_or_offgas; Bottled_and_finished_water_for_consumption
DTXSID0029214,Methylionone,1335-46-2,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0029216,Cobalt propionate,1560-69-6,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0029264,C.I. Fluorescent brightening agent 28,4404-43-7,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0029395,"Glycerides, C14-18 mono- and di-",67701-33-1,Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0029420,C.I. Pigment Yellow 119,68187-51-9,Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0029553,"Glycerides, mixed decanoyl and octanoyl",73398-61-5,Children_products_and_toys; Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0029559,Diazolidinyl urea,78491-02-8,Active_ingredient_in_products; Pesticides; Children_products_and_toys; Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0029630,Lead stearate,1072-35-1,Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID0029632,Iron(III) oxide,1309-37-1,Arts_and_crafts_or_office_supplies; General_consumer_product; Children_products_and_toys; Personal_care; Product_manufacturing; Substances_in_contact_with_food; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID0029634,Sodium hydroxide,1310-73-2,Active_ingredient_in_products; Pesticides; Human_food_from_animals; Children_products_and_toys; Personal_care; Household_care_and_cleaning_products; Bottled_and_finished_water_for_consumption; Product_manufacturing; Food_supplement; Food_additive; Occupational_products; Petrochemicals; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pharmaceutical
DTXSID0029684,Sodium metabisulfite,7681-57-4,Active_ingredient_in_products; Pesticides; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0029688,Iron(II) sulfate,7720-78-7,Active_ingredient_in_products; Pesticides; Food_supplement; Food_additive; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0029711,"Silane, tetrachloro-",10026-04-7,Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID0029713,Hydrobromic acid,10035-10-6,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0029717,"Silicic acid (H2SiO3), disodium salt, pentahydrate",10213-79-3,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID0029761,Sodium dichloroisocyanurate dihydrate,51580-86-0,Active_ingredient_in_products; Pesticides
DTXSID0029767,"2H-Benzimidazole-2-thione, 1,3-dihydro-4(or 5)-methyl-, zinc salt (2:1)",61617-00-3,Substances_in_contact_with_food; Product_manufacturing
DTXSID0029848,"Acetic acid, C8-10-branched alkyl esters, C9-rich",108419-33-6,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0030742,Chrysotile,12001-29-5,Substances_in_contact_with_food; Vehicles
DTXSID0031265,"Echinacea purpurea, ext.",90028-20-9,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0032077,Sodium selenite,10102-18-8,Food_supplement; Food_additive; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID0032314,"4,4-Dimethyl oxazolidine",51200-87-4,Active_ingredient_in_products; Pesticides; Arts_and_crafts_or_office_supplies; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID0032316,"4-Chloro-3,5-dimethylphenol",88-04-0,Active_ingredient_in_products; Pesticides; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pharmaceutical
DTXSID0032443,"10,10'-Oxybisphenoxarsine",58-36-6,Active_ingredient_in_products; Pesticides
DTXSID0032493,Triadimenol,55219-65-3,Active_ingredient_in_products; Pesticides; Food; Bottled_and_finished_water_for_consumption; Groundwater; Crops_and_animal_feed
DTXSID0032497,Triclopyr,55335-06-3,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed; Bottled_and_finished_water_for_consumption; Groundwater; Surface_water
DTXSID0032520,Azoxystrobin,131860-33-8,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed; Human_food_from_animals; Groundwater; Bottled_and_finished_water_for_consumption; Surface_water
DTXSID0032522,Bentazone-sodium,50723-80-3,Active_ingredient_in_products; Pesticides
DTXSID0032528,"2,2'-(1-Methyltrimethylenedioxy)bis(4-methyl-1,3,2-dioxaborinane)",2665-13-6,Active_ingredient_in_products; Pesticides
